proof,verify,nizk
6.129306,11.47101,17.600316
6.607951,11.5052805,18.113231499999998
6.140452,11.472416,17.612868
6.1095138,11.488354,17.5978678
6.114359,11.468352,17.582711
6.1274834,11.480958,17.6084414
6.136806,11.49403,17.630836000000002
6.154045,11.500384,17.654429
6.141858,11.512676,17.654534
6.6183147,11.502625,18.1209397
6.1582637,11.468615,17.6268787
6.13967,11.4696045,17.6092745
6.113629,11.485437,17.599066
6.130295,11.473093,17.603388000000002
6.124566,11.476843,17.601409
6.1276402,11.473302,17.6009422
6.1077437,11.48252,17.5902637
6.578992,11.507571,18.086563
6.153524,11.481062,17.634586
6.187639,11.478666,17.666305
6.10592,11.483822,17.589742
6.110764,11.476791,17.587555000000002
6.1303477,11.46351,17.5938577
6.135035,11.472676,17.607711000000002
6.132326,11.467937,17.600262999999998
6.586961,11.516479,18.10344
6.1595144,11.476947,17.636461399999998
6.132795,11.46804,17.600835
6.1303473,11.470385,17.6007323
6.106546,11.4825735,17.589119500000002
6.113994,11.472052,17.586046
6.132744,11.467156,17.599899999999998
6.134462,11.473927,17.608389
6.575763,11.530281,18.106044
